antecedents,a,consequents,c,lift,antecedent support,consequent support,support,confidence,leverage,conviction,antecedent_len,consequent_len,rule_len
Rintarou Okabe,Steins;Gate,Iskandar,Fate/Zero,2.62556885,0.069712784,0.012436154,0.00227626,0.032651978,0.001409301,1.020898191,1,1,2
Rintarou Okabe,Steins;Gate,Simon,Tengen Toppa Gurren Lagann,2.596754417,0.069712784,0.021263602,0.003849286,0.055216353,0.002366941,1.035937064,1,1,2
Rintarou Okabe,Steins;Gate,Shogo Makishima,PSYCHO-PASS,2.56234766,0.069712784,0.011603376,0.002072692,0.029731882,0.001263789,1.018684018,1,1,2
Rintarou Okabe,Steins;Gate,Hachiman Hikigaya,Yahari Ore no Seishun Love Come wa Machigatteiru.,2.54538827,0.069712784,0.044636909,0.007920645,0.113618264,0.004808882,1.077823529,1,1,2
Rintarou Okabe,Steins;Gate,Greed,Hagane no Renkinjutsushi: Fullmetal Alchemist,2.443114329,0.069712784,0.00760604,0.001295433,0.018582426,0.000765194,1.011184216,1,1,2
Rintarou Okabe,Steins;Gate,Shinya Kougami,PSYCHO-PASS,2.405393225,0.069712784,0.01511955,0.002535347,0.036368463,0.001481321,1.022050869,1,1,2
Rintarou Okabe,Steins;Gate,Hinata Kawamoto,3-gatsu no Lion,2.307038701,0.069712784,0.014268266,0.002294766,0.032917441,0.001300086,1.019283954,1,1,2
Rintarou Okabe,Steins;Gate,Ginko,Mushishi,2.258448722,0.069712784,0.019394478,0.00305352,0.043801434,0.001701477,1.025524987,1,1,2
Rintarou Okabe,Steins;Gate,Holo,Ookami to Koushinryou,2.257382533,0.069712784,0.035161744,0.005533348,0.079373507,0.003082125,1.048023561,1,1,2
Rintarou Okabe,Steins;Gate,Light Yagami,Death Note,2.237864317,0.069712784,0.038196758,0.00595899,0.085479161,0.003296188,1.051701833,1,1,2
Rintarou Okabe,Steins;Gate,Akane Tsunemori,PSYCHO-PASS,2.235805091,0.069712784,0.011992005,0.001869124,0.026811787,0.001033128,1.015228073,1,1,2
Rintarou Okabe,Steins;Gate,Kousei Arima,Shigatsu wa Kimi no Uso,2.193178253,0.069712784,0.008956992,0.001369457,0.019644279,0.000745041,1.010901439,1,1,2
Rintarou Okabe,Steins;Gate,Haruhi Suzumiya,Suzumiya Haruhi no Yuuutsu,2.192065852,0.069712784,0.013805611,0.002109705,0.030262809,0.001147277,1.016970781,1,1,2
Rintarou Okabe,Steins;Gate,Usopp,One Piece,2.182869542,0.069712784,0.007661559,0.001165889,0.016724184,0.000631781,1.009216768,1,1,2
Rintarou Okabe,Steins;Gate,Homura Akemi,Mahou Shoujo Madoka?Magica,2.156839905,0.069712784,0.033477682,0.005033681,0.072205999,0.002699859,1.041742367,1,1,2
Rintarou Okabe,Steins;Gate,Chizuru Hishiro,ReLife,2.155218837,0.069712784,0.00751351,0.001128877,0.016193257,0.000605089,1.008822615,1,1,2
Rintarou Okabe,Steins;Gate,Hei,Darker than BLACK: Kuro no Keiyakusha,2.150420738,0.069712784,0.010493005,0.001573025,0.022564375,0.000841529,1.012350041,1,1,2
Rintarou Okabe,Steins;Gate,Nagisa Furukawa,Clannad,2.142663949,0.069712784,0.011769931,0.001758087,0.025219007,0.000937573,1.013797023,1,1,2
Rintarou Okabe,Steins;Gate,Arataka Reigen,Mob Psycho 100,2.120109591,0.069712784,0.05296469,0.007828115,0.112290948,0.004135799,1.066830745,1,1,2
Rintarou Okabe,Steins;Gate,Miyuki Shirogane,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2.098093096,0.069712784,0.011640388,0.001702569,0.024422617,0.000891085,1.01310222,1,1,2
Rintarou Okabe,Steins;Gate,Vash the Stampede,Trigun,2.067456003,0.069712784,0.010400474,0.001499001,0.021502522,0.000773955,1.011346016,1,1,2
Rintarou Okabe,Steins;Gate,Sakuta Azusagawa,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,2.0136701,0.069712784,0.023465838,0.0032941,0.047252456,0.001658231,1.024966339,1,1,2
Rintarou Okabe,Steins;Gate,Kazuma Satou,Kono Subarashii Sekai ni Shukufuku wo!,1.985752914,0.069712784,0.029276778,0.004052854,0.058136448,0.002011888,1.03064103,1,1,2
Rintarou Okabe,Steins;Gate,L Lawliet,Death Note,1.938007898,0.069712784,0.048079058,0.00649567,0.093177595,0.003143945,1.04973249,1,1,2
Rintarou Okabe,Steins;Gate,Yoshikage Kira,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,1.919052365,0.069712784,0.019227922,0.002572359,0.036899389,0.001231927,1.018348516,1,1,2
Rintarou Okabe,Steins;Gate,Shizuo Heiwajima,Durarara!!,1.918335879,0.069712784,0.018543193,0.002479828,0.035572073,0.001187131,1.017656975,1,1,2
Rintarou Okabe,Steins;Gate,Artoria Pendragon,Fate/Zero,1.912121095,0.069712784,0.036235103,0.004830113,0.069285904,0.002304063,1.035511229,1,1,2
Rintarou Okabe,Steins;Gate,Houtarou Oreki,Hyouka,1.890152249,0.069712784,0.028369976,0.003738249,0.053623573,0.001760499,1.026684517,1,1,2
Rintarou Okabe,Steins;Gate,Shouya Ishida,Koe no Katachi,1.88502379,0.069712784,0.017321785,0.00227626,0.032651978,0.00106871,1.015847649,1,1,2
Rintarou Okabe,Steins;Gate,Mayoi Hachikuji,Bakemonogatari,1.877783445,0.069712784,0.01880228,0.002461322,0.03530661,0.001150563,1.017108369,1,1,2
Rintarou Okabe,Steins;Gate,Kaiji Itou,Gyakkyou Burai Kaiji: Ultimate Survivor,1.864355594,0.069712784,0.012103042,0.001573025,0.022564375,0.000729289,1.010702835,1,1,2
Rintarou Okabe,Steins;Gate,Yuki Nagato,Suzumiya Haruhi no Yuuutsu,1.855766214,0.069712784,0.010585536,0.001369457,0.019644279,0.00063151,1.009240262,1,1,2
Rintarou Okabe,Steins;Gate,Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,1.845356511,0.069712784,0.010789104,0.001387964,0.019909743,0.000635825,1.009305917,1,1,2
Rintarou Okabe,Steins;Gate,Leorio Paradinight,Hunter x Hunter (2011),1.841161447,0.069712784,0.009660227,0.001239914,0.017786037,0.000566473,1.008272953,1,1,2
Rintarou Okabe,Steins;Gate,Gintoki Sakata,Gintama,1.836463458,0.069712784,0.047412836,0.006070027,0.087071941,0.002764747,1.043441654,1,1,2
Rintarou Okabe,Steins;Gate,Shinobu Oshino,Bakemonogatari,1.797765314,0.069712784,0.056554889,0.007087867,0.101672418,0.003145269,1.050223916,1,1,2
Rintarou Okabe,Steins;Gate,Thorfinn Karlsefni,Vinland Saga,1.791251033,0.069712784,0.018228588,0.00227626,0.032651978,0.001005495,1.014910238,1,1,2
Rintarou Okabe,Steins;Gate,Momonga,Overlord,1.786629237,0.069712784,0.015452661,0.001924643,0.027608176,0.000847395,1.012500635,1,1,2
Rintarou Okabe,Steins;Gate,Phosphophyllite,Houseki no Kuni,1.781503207,0.069712784,0.022947665,0.002849952,0.040881338,0.001250206,1.018698076,1,1,2
Rintarou Okabe,Steins;Gate,Guts,Berserk,1.781283504,0.069712784,0.050669924,0.006292102,0.090257499,0.00275976,1.043515144,1,1,2
Rintarou Okabe,Steins;Gate,Rin Tohsaka,Fate/Zero,1.713815299,0.069712784,0.042286624,0.005052187,0.072471463,0.002104269,1.032543299,1,1,2
Rintarou Okabe,Steins;Gate,Kotaro Katsura,Gintama,1.705109416,0.069712784,0.009808276,0.001165889,0.016724184,0.000482127,1.007033538,1,1,2
Rintarou Okabe,Steins;Gate,Izaya Orihara,Durarara!!,1.697928845,0.069712784,0.022670072,0.002683396,0.038492169,0.001103002,1.016455505,1,1,2
Rintarou Okabe,Steins;Gate,Iroha Isshiki,Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,1.687596621,0.069712784,0.009438152,0.001110371,0.015927794,0.000452411,1.00659468,1,1,2
Rintarou Okabe,Steins;Gate,Reiner Braun,Shingeki no Kyojin,1.662730266,0.069712784,0.009419646,0.001091865,0.015662331,0.000435195,1.006342015,1,1,2
Rintarou Okabe,Steins;Gate,Nanachi,Made in Abyss,1.660183884,0.069712784,0.018228588,0.002109705,0.030262809,0.000838939,1.012409775,1,1,2
Rintarou Okabe,Steins;Gate,Alphonse Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.642508161,0.069712784,0.014545858,0.001665556,0.023891691,0.000651524,1.009574586,1,1,2
Rintarou Okabe,Steins;Gate,Kino,Kino no Tabi: The Beautiful World,1.634191664,0.069712784,0.010233918,0.001165889,0.016724184,0.000452454,1.006600656,1,1,2
Rintarou Okabe,Steins;Gate,Toshiro Hijikata,Gintama,1.623356832,0.069712784,0.008994004,0.00101784,0.014600478,0.000390843,1.005689544,1,1,2
Rintarou Okabe,Steins;Gate,Kaguya Shinomiya,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.581936463,0.069712784,0.042120068,0.004645051,0.066631272,0.001708744,1.026261008,1,1,2
Rintarou Okabe,Steins;Gate,Yato,Noragami,1.546533874,0.069712784,0.042397661,0.004571027,0.065569419,0.001615368,1.024797731,1,1,2
Rintarou Okabe,Steins;Gate,Shouko Nishimiya,Koe no Katachi,1.538750197,0.069712784,0.031053372,0.003331113,0.047783382,0.001166296,1.017569542,1,1,2
Rintarou Okabe,Steins;Gate,Echidna,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,1.52851989,0.069712784,0.01128877,0.001202902,0.01725511,0.00041593,1.006071097,1,1,2
Rintarou Okabe,Steins;Gate,Celty Sturluson,Durarara!!,1.502541018,0.069712784,0.011307277,0.001184396,0.016989647,0.000396134,1.00578058,1,1,2
Rintarou Okabe,Steins;Gate,Senkuu Ishigami,Dr. STONE,1.500275673,0.069712784,0.02742616,0.002868458,0.041146801,0.000956504,1.014309428,1,1,2
Rintarou Okabe,Steins;Gate,Rikka Takanashi,Chuunibyou demo Koi ga Shitai!,1.497622143,0.069712784,0.026056703,0.002720409,0.039023095,0.000903923,1.013492928,1,1,2
Rintarou Okabe,Steins;Gate,Emilia,Re:Zero kara Hajimeru Isekai Seikatsu,1.497328374,0.069712784,0.032089718,0.003349619,0.048048845,0.001112555,1.016764649,1,1,2
Rintarou Okabe,Steins;Gate,Musashi Miyamoto,Vagabond,1.490662433,0.069712784,0.010863128,0.001128877,0.016193257,0.000371578,1.005417862,1,1,2
Rintarou Okabe,Steins;Gate,Yui Yuigahama,Yahari Ore no Seishun Love Come wa Machigatteiru.,1.490553216,0.069712784,0.016563032,0.001721075,0.024688081,0.00056642,1.008330718,1,1,2
Rintarou Okabe,Steins;Gate,Satanichia Kurumizawa McDowell,Gabriel Dropout,1.478821781,0.069712784,0.010770597,0.001110371,0.015927794,0.000359523,1.005240669,1,1,2
Rintarou Okabe,Steins;Gate,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,1.469766842,0.069712784,0.060145088,0.006162558,0.088399257,0.001969677,1.030994016,1,1,2
Rintarou Okabe,Steins;Gate,Kagura,Gintama,1.446228757,0.069712784,0.015785772,0.001591532,0.022829838,0.000491061,1.007208638,1,1,2
Rintarou Okabe,Steins;Gate,Eru Chitanda,Hyouka,1.44294504,0.069712784,0.015637723,0.001573025,0.022564375,0.000482876,1.007086556,1,1,2
Rintarou Okabe,Steins;Gate,Chiaki Nanami,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,1.439254643,0.069712784,0.011066696,0.001110371,0.015927794,0.000338881,1.004939777,1,1,2
Rintarou Okabe,Steins;Gate,Rei Ayanami,Shin Seiki Evangelion,1.430408801,0.069712784,0.01967207,0.001961655,0.028139103,0.00059026,1.008712185,1,1,2
Rintarou Okabe,Steins;Gate,Gon Freecss,Hunter x Hunter (2011),1.414940704,0.069712784,0.027204086,0.002683396,0.038492169,0.000786924,1.01173998,1,1,2
Rintarou Okabe,Steins;Gate,Revy,Black Lagoon,1.405795282,0.069712784,0.019449996,0.001906137,0.027342713,0.000550223,1.008114592,1,1,2
Rintarou Okabe,Steins;Gate,Luffy D. Monkey,One Piece,1.395008127,0.069712784,0.046432008,0.004515508,0.064773029,0.001278604,1.019611304,1,1,2
Rintarou Okabe,Steins;Gate,Yui Hirasawa,K-ON!,1.381701261,0.069712784,0.021134059,0.00203568,0.029200956,0.000562366,1.008309544,1,1,2
Rintarou Okabe,Steins;Gate,Sanji,One Piece,1.379605349,0.069712784,0.015970834,0.001536013,0.022033448,0.000422642,1.006199204,1,1,2
Rintarou Okabe,Steins;Gate,Rin Shima,Yuru Camp?,1.3792857,0.069712784,0.018284107,0.001758087,0.025219007,0.000483451,1.007114316,1,1,2
Rintarou Okabe,Steins;Gate,Kyouko Kirigiri,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei - The Animation,1.36196542,0.069712784,0.012084536,0.001147383,0.01645872,0.000304937,1.004447382,1,1,2
Rintarou Okabe,Steins;Gate,Konata Izumi,Lucky?Star,1.330440844,0.069712784,0.010974165,0.00101784,0.014600478,0.0002528,1.003680043,1,1,2
Rintarou Okabe,Steins;Gate,Mako Mankanshoku,Kill la Kill,1.31843486,0.069712784,0.015101044,0.001387964,0.019909743,0.000335228,1.004906384,1,1,2
Rintarou Okabe,Steins;Gate,Misato Katsuragi,Shin Seiki Evangelion,1.267768984,0.069712784,0.022614553,0.001998668,0.028670029,0.000422144,1.006234211,1,1,2
Rintarou Okabe,Steins;Gate,Aqua,Kono Subarashii Sekai ni Shukufuku wo!,1.267103796,0.069712784,0.022207417,0.001961655,0.028139103,0.000413514,1.006103431,1,1,2
Rintarou Okabe,Steins;Gate,Yuno Gasai,Mirai Nikki,1.263720431,0.069712784,0.019746095,0.001739581,0.024953544,0.000363026,1.005340719,1,1,2
Rintarou Okabe,Steins;Gate,Ai Hayasaka,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.246094071,0.069712784,0.018321119,0.001591532,0.022829838,0.000314315,1.004614057,1,1,2
Rintarou Okabe,Steins;Gate,Killua Zoldyck,Hunter x Hunter (2011),1.244188151,0.069712784,0.083851506,0.007272929,0.104327051,0.001427407,1.022860514,1,1,2
Rintarou Okabe,Steins;Gate,Hisoka Morow,Hunter x Hunter (2011),1.231293672,0.069712784,0.043119402,0.003701236,0.053092647,0.000695263,1.01053244,1,1,2
Rintarou Okabe,Steins;Gate,Zoro Roronoa,One Piece,1.226583503,0.069712784,0.041120734,0.003516174,0.050438014,0.000649534,1.009812187,1,1,2
Rintarou Okabe,Steins;Gate,Toshinori Yagi,Boku no Hero Academia,1.224153785,0.069712784,0.016914649,0.001443482,0.020706132,0.000264315,1.00387165,1,1,2
Rintarou Okabe,Steins;Gate,Kurapika,Hunter x Hunter (2011),1.187937721,0.069712784,0.029720927,0.002461322,0.03530661,0.000389394,1.005790112,1,1,2
Rintarou Okabe,Steins;Gate,Darkness,Kono Subarashii Sekai ni Shukufuku wo!,1.179005858,0.069712784,0.013509512,0.001110371,0.015927794,0.000168585,1.002457423,1,1,2
Rintarou Okabe,Steins;Gate,Takagi,Karakai Jouzu no Takagi-san,1.174770924,0.069712784,0.012880302,0.001054852,0.015131404,0.000156931,1.002285688,1,1,2
Rintarou Okabe,Steins;Gate,Itachi Uchiha,Naruto,1.145097229,0.069712784,0.038714931,0.003090532,0.04433236,0.000391607,1.005878015,1,1,2
Rintarou Okabe,Steins;Gate,Ken Kaneki,Tokyo Ghoul,1.107213906,0.069712784,0.043156414,0.003331113,0.047783382,0.000322559,1.004859155,1,1,2
Rio Futaba,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Chika Fujiwara,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,4.148396968,0.008198238,0.031016359,0.001054852,0.128668172,0.000800573,1.112071898,1,1,2
Rio Futaba,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,2.627206112,0.008198238,0.060145088,0.001295433,0.158013544,0.000802349,1.11623519,1,1,2
Ritsu Tainaka,K-ON!,Tsumugi Kotobuki,K-ON!,18.21686972,0.010715079,0.012325117,0.002405804,0.224525043,0.002273739,1.273638658,1,1,2
Ritsu Tainaka,K-ON!,Mio Akiyama,K-ON!,13.14206554,0.010715079,0.019449996,0.002738915,0.255613126,0.002530507,1.31725859,1,1,2
Ritsu Tainaka,K-ON!,Shinobu Oshino,Bakemonogatari,2.10717386,0.010715079,0.056554889,0.001276926,0.119170984,0.000670936,1.071087684,1,1,2
Ritsu Tainaka,K-ON!,Hitagi Senjougahara,Bakemonogatari,2.010835517,0.010715079,0.058405507,0.00125842,0.117443869,0.000632601,1.066894738,1,1,2
Ritsuka Uenoyama,Given,Mafuyu Satou,Given,75.54124583,0.004367459,0.007235917,0.002387297,0.546610169,0.002355695,2.189647884,1,1,2
Riza Hawkeye,Hagane no Renkinjutsushi: Fullmetal Alchemist,Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,14.20143967,0.007828115,0.034625065,0.003849286,0.491725768,0.003578237,1.899319059,1,1,2
Riza Hawkeye,Hagane no Renkinjutsushi: Fullmetal Alchemist,Alphonse Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,10.40160251,0.007828115,0.014545858,0.001184396,0.151300236,0.001070529,1.161133989,1,1,2
Riza Hawkeye,Hagane no Renkinjutsushi: Fullmetal Alchemist,Edward Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,6.813049645,0.007828115,0.045802798,0.002442816,0.312056738,0.002084266,1.387028922,1,1,2
Riza Hawkeye,Hagane no Renkinjutsushi: Fullmetal Alchemist,Levi,Shingeki no Kyojin,1.698006676,0.007828115,0.077966541,0.001036346,0.132387707,0.000426015,1.062725213,1,1,2
Riza Hawkeye,Hagane no Renkinjutsushi: Fullmetal Alchemist,Killua Zoldyck,Hunter x Hunter (2011),1.607028649,0.007828115,0.083851506,0.001054852,0.134751773,0.000398453,1.058827357,1,1,2
Robert E. O. Speedwagon,JoJo no Kimyou na Bouken,Dio Brando,JoJo no Kimyou na Bouken,13.34647438,0.00610704,0.021115553,0.001721075,0.281818182,0.001592121,1.363003661,1,1,2
Robert E. O. Speedwagon,JoJo no Kimyou na Bouken,Joutarou Kuujou,JoJo no Kimyou na Bouken: Stardust Crusaders,6.606444852,0.00610704,0.032108224,0.001295433,0.212121212,0.001099346,1.228478023,1,1,2
Robin Nico,One Piece,Hancock Boa,One Piece,17.99400599,0.015878303,0.005311274,0.001517507,0.095571096,0.001433173,1.099797586,1,1,2
Robin Nico,One Piece,Sanji,One Piece,10.9465274,0.015878303,0.015970834,0.002775927,0.174825175,0.002522337,1.192509921,1,1,2
Robin Nico,One Piece,Law Trafalgar,One Piece,10.29951818,0.015878303,0.013805611,0.002257754,0.142191142,0.002038544,1.149666828,1,1,2
Robin Nico,One Piece,Zoro Roronoa,One Piece,9.126572797,0.015878303,0.041120734,0.00595899,0.375291375,0.005306063,1.534922407,1,1,2
Robin Nico,One Piece,Mikasa Ackerman,Shingeki no Kyojin,2.07360221,0.015878303,0.043841143,0.001443482,0.090909091,0.000747359,1.051774743,1,1,2
Robin Nico,One Piece,Hisoka Morow,Hunter x Hunter (2011),1.838014346,0.015878303,0.043119402,0.00125842,0.079254079,0.000573757,1.039245004,1,1,2
Robin Nico,One Piece,Edward Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.679440559,0.015878303,0.045802798,0.001221408,0.076923077,0.000494137,1.033713635,1,1,2
Robin Nico,One Piece,Killua Zoldyck,Hunter x Hunter (2011),1.570653139,0.015878303,0.083851506,0.002091198,0.131701632,0.000759779,1.05510793,1,1,2
Robin Nico,One Piece,Levi,Shingeki no Kyojin,1.405181099,0.015878303,0.077966541,0.001739581,0.10955711,0.000501605,1.035477366,1,1,2
Rock Lee,Naruto,Shikamaru Nara,Naruto,13.37676116,0.00760604,0.012732253,0.001295433,0.170316302,0.001198591,1.189932681,1,1,2
Rock Lee,Naruto,Kakashi Hatake,Naruto,8.053670654,0.00760604,0.035346806,0.002165223,0.284671533,0.001896374,1.348545792,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Josuke Higashikata,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,12.06482604,0.014545858,0.017821452,0.003127545,0.215012723,0.002868316,1.251203142,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Noriaki Kakyoin,JoJo no Kimyou na Bouken: Stardust Crusaders,14.55477615,0.014545858,0.008216744,0.001739581,0.119592875,0.001620061,1.126505259,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Guido Mista,JoJo no Kimyou na Bouken: Ougon no Kaze,13.17136334,0.014545858,0.007920645,0.001517507,0.1043257,0.001402294,1.107634052,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Bruno Bucciarati,JoJo no Kimyou na Bouken: Ougon no Kaze,10.926849,0.014545858,0.013972167,0.002220742,0.152671756,0.002017505,1.163690506,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Joseph Joestar,JoJo no Kimyou na Bouken,5.319631249,0.014545858,0.046876157,0.003627211,0.249363868,0.002945358,1.269754815,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Hisoka Morow,Hunter x Hunter (2011),3.068584346,0.014545858,0.043119402,0.001924643,0.132315522,0.001297434,1.102797874,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Kusuo Saiki,Saiki Kusuo no ?-nan,2.7364813,0.014545858,0.026500851,0.001054852,0.072519084,0.000669375,1.049616366,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Shigeo Kageyama,Mob Psycho 100,2.45295284,0.014545858,0.038899993,0.001387964,0.095419847,0.00082213,1.062481865,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Guts,Berserk,2.184471866,0.014545858,0.050669924,0.001610038,0.110687023,0.000873,1.067487039,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Gintoki Sakata,Gintama,1.958864437,0.014545858,0.047412836,0.001350951,0.092875318,0.000661291,1.050117126,1,1,2
Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Hitagi Senjougahara,Bakemonogatari,1.372347836,0.014545858,0.058405507,0.001165889,0.080152672,0.000316331,1.023642145,1,1,2
Rory Mercury,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Tanya Degurechaff,Youjo Senki,6.13809374,0.009438152,0.020763935,0.001202902,0.12745098,0.001006929,1.122270546,1,1,2
Rory Mercury,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Rem,Re:Zero kara Hajimeru Isekai Seikatsu,3.135342137,0.009438152,0.054408172,0.001610038,0.170588235,0.001096525,1.140075253,1,1,2
Rory Mercury,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Zero Two,Darling in the Franxx,2.39660064,0.009438152,0.050725442,0.001147383,0.121568627,0.000668629,1.080647376,1,1,2
Roxy Migurdia,Mushoku Tensei: Isekai Ittara Honki Dasu,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,4.009217676,0.005218743,0.060145088,0.00125842,0.241134752,0.000944539,1.238500397,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,King Bradley,Hagane no Renkinjutsushi: Fullmetal Alchemist,10.05243747,0.034625065,0.003349619,0.001165889,0.033671833,0.001049909,1.031378796,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Alex Louis Armstrong,Hagane no Renkinjutsushi: Fullmetal Alchemist,8.686806855,0.034625065,0.004737582,0.001424976,0.041154463,0.001260937,1.037979924,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Greed,Hagane no Renkinjutsushi: Fullmetal Alchemist,7.870197053,0.034625065,0.00760604,0.002072692,0.059861037,0.001809333,1.055582205,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Shikamaru Nara,Naruto,3.5261457,0.034625065,0.012732253,0.001554519,0.044895778,0.001113664,1.033675409,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Erwin Smith,Shingeki no Kyojin,3.098799614,0.034625065,0.021559701,0.002313273,0.066809193,0.001566767,1.048489003,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Meruem,Hunter x Hunter (2011),2.962844609,0.034625065,0.019301947,0.001980161,0.057188669,0.00131183,1.04018484,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Shouta Aizawa,Boku no Hero Academia,2.90356693,0.034625065,0.013805611,0.001387964,0.040085516,0.000909943,1.027377339,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Shinya Kougami,PSYCHO-PASS,2.827986526,0.034625065,0.01511955,0.001480494,0.042757883,0.000956979,1.028872877,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Toshinori Yagi,Boku no Hero Academia,2.780647146,0.034625065,0.016914649,0.001628544,0.047033672,0.001042873,1.031605547,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Kamina,Tengen Toppa Gurren Lagann,2.706463308,0.034625065,0.030017026,0.00281294,0.081239979,0.001773598,1.055752266,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Kakashi Hatake,Naruto,2.676389421,0.034625065,0.035346806,0.003275594,0.094601817,0.002051709,1.065446356,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Giyuu Tomioka,Kimetsu no Yaiba,2.637986423,0.034625065,0.015600711,0.001424976,0.041154463,0.0008848,1.026650541,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Shizuo Heiwajima,Durarara!!,2.622908112,0.034625065,0.018543193,0.001684062,0.048637092,0.001042003,1.031632407,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,L Lawliet,Death Note,2.579040984,0.034625065,0.048079058,0.004293434,0.123997862,0.002628693,1.08666509,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Simon,Tengen Toppa Gurren Lagann,2.438153875,0.034625065,0.021263602,0.0017951,0.051843934,0.001058846,1.032252424,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Askeladd,Vinland Saga,2.405204338,0.034625065,0.029110223,0.00242431,0.070016034,0.001416366,1.043985502,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Arataka Reigen,Mob Psycho 100,2.401688802,0.034625065,0.05296469,0.004404471,0.127204703,0.002570565,1.085060052,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Alucard,Hellsing Ultimate,2.398738571,0.034625065,0.016711082,0.001387964,0.040085516,0.000809341,1.024350538,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Law Trafalgar,One Piece,2.322853544,0.034625065,0.013805611,0.001110371,0.032068413,0.000632351,1.018867864,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Lelouch Lamperouge,Code Geass: Hangyaku no Lelouch,2.317870328,0.034625065,0.072174106,0.005792435,0.167290219,0.003293402,1.114224806,1,1,2
Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,Rintarou Okabe,Steins;Gate,2.307704946,0.034625065,0.069712784,0.005570361,0.160876537,0.003156551,1.108641644,1,1,2
