antecedents,a,consequents,c,lift,antecedent support,consequent support,support,confidence,leverage,conviction,antecedent_len,consequent_len,rule_len
Jin-Woo Sung,Na Honjaman Level Up,Kiyotaka Ayanokouji,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,5.310755498,0.018432156,0.019283441,0.00188763,0.102409639,0.001532195,1.092610395,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Yami Sukehiro,Black Clover,4.190577482,0.018432156,0.013416981,0.001036346,0.0562249,0.000789042,1.045358177,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Senkuu Ishigami,Dr. STONE,3.477757183,0.018432156,0.02742616,0.001758087,0.095381526,0.001252564,1.075120471,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Souma Yukihira,Shokugeki no Souma,2.877937557,0.018432156,0.025816123,0.001369457,0.074297189,0.000893611,1.052372171,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Luffy D. Monkey,One Piece,2.832660254,0.018432156,0.046432008,0.00242431,0.131526104,0.001568468,1.097981179,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Tanya Degurechaff,Youjo Senki,2.804522904,0.018432156,0.020763935,0.001073359,0.058232932,0.000690634,1.039785843,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Saitama,One Punch Man,2.74533314,0.018432156,0.038400326,0.001943149,0.105421687,0.001235348,1.074919501,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Sakuta Azusagawa,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,2.438818365,0.018432156,0.023465838,0.001054852,0.057228916,0.000622326,1.035812594,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Shouyou Hinata,Haikyuu!!,2.194185745,0.018432156,0.028369976,0.001147383,0.062248996,0.000624463,1.036127949,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Osamu Dazai,Bungou Stray Dogs,1.999569008,0.018432156,0.034143904,0.00125842,0.068273092,0.000629075,1.036630034,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Hachiman Hikigaya,Yahari Ore no Seishun Love Come wa Machigatteiru.,1.821929509,0.018432156,0.044636909,0.001499001,0.081325301,0.000676246,1.039936217,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Itachi Uchiha,Naruto,1.711615103,0.018432156,0.038714931,0.001221408,0.06626506,0.000507808,1.0295053,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Violet Evergarden,Violet Evergarden,1.653610408,0.018432156,0.04128729,0.00125842,0.068273092,0.000497407,1.02896321,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Zero Two,Darling in the Franxx,1.603244792,0.018432156,0.050725442,0.001499001,0.081325301,0.000564021,1.033308699,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Hisoka Morow,Hunter x Hunter (2011),1.536780599,0.018432156,0.043119402,0.001221408,0.06626506,0.000426624,1.024788253,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Rem,Re:Zero kara Hajimeru Isekai Seikatsu,1.402458815,0.018432156,0.054408172,0.00140647,0.076305221,0.00040361,1.023705935,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Shouto Todoroki,Boku no Hero Academia,1.388136769,0.018432156,0.043396995,0.001110371,0.060240964,0.000310471,1.017923711,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Rin Tohsaka,Fate/Zero,1.377100525,0.018432156,0.042286624,0.001073359,0.058232932,0.000293925,1.016932327,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Mai Sakurajima,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,1.351566265,0.018432156,0.052742616,0.001313939,0.071285141,0.000341779,1.019965789,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Mikasa Ackerman,Shingeki no Kyojin,1.351172525,0.018432156,0.043841143,0.001091865,0.059236948,0.000283778,1.016365231,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Gintoki Sakata,Gintama,1.33409046,0.018432156,0.047412836,0.001165889,0.063253012,0.000291969,1.01690977,1,1,2
Jin-Woo Sung,Na Honjaman Level Up,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,1.218606117,0.018432156,0.060145088,0.001350951,0.073293173,0.000242348,1.014187965,1,1,2
Jiraiya,Naruto,Naruto Uzumaki,Naruto,9.772449603,0.008438819,0.030294618,0.002498334,0.296052632,0.002242684,1.377525402,1,1,2
Jiraiya,Naruto,Itachi Uchiha,Naruto,7.930210325,0.008438819,0.038714931,0.002590865,0.307017544,0.002264157,1.387170859,1,1,2
Jiraiya,Naruto,Levi,Shingeki no Kyojin,2.025160218,0.008438819,0.077966541,0.001332445,0.157894737,0.0006745,1.094914733,1,1,2
Jiraiya,Naruto,Killua Zoldyck,Hunter x Hunter (2011),1.69995586,0.008438819,0.083851506,0.001202902,0.14254386,0.000495294,1.068449394,1,1,2
Joe Yabuki,Ashita no Joe,Rikiishi Tooru,Ashita no Joe,69.94951456,0.009530683,0.001776593,0.001184396,0.124271845,0.001167463,1.139878169,1,1,2
Joe Yabuki,Ashita no Joe,Reinhard von Lohengramm,Ginga Eiyuu Densetsu,13.19407011,0.009530683,0.009271597,0.001165889,0.122330097,0.001077525,1.128816654,1,1,2
Joe Yabuki,Ashita no Joe,Wenli Yang,Ginga Eiyuu Densetsu,12.72596366,0.009530683,0.014952994,0.001813606,0.190291262,0.001671093,1.216544863,1,1,2
Joe Yabuki,Ashita no Joe,Johan Liebert,Monster,8.286702074,0.009530683,0.015933822,0.00125842,0.132038835,0.00110656,1.133767521,1,1,2
Joe Yabuki,Ashita no Joe,Eikichi Onizuka,Great Teacher Onizuka,5.498989733,0.009530683,0.021892812,0.001147383,0.12038835,0.00093873,1.111976163,1,1,2
Joe Yabuki,Ashita no Joe,Spike Spiegel,Cowboy Bebop,3.344006816,0.009530683,0.040065882,0.001276926,0.133980583,0.000895071,1.108444105,1,1,2
Joe Yabuki,Ashita no Joe,Rintarou Okabe,Steins;Gate,1.587651578,0.009530683,0.069712784,0.001054852,0.110679612,0.000390442,1.046065319,1,1,2
Johan Liebert,Monster,Kenzo Tenma,Monster,21.21099189,0.015933822,0.009308609,0.003146051,0.197444832,0.002997729,1.234421545,1,1,2
Johan Liebert,Monster,Reinhard von Lohengramm,Ginga Eiyuu Densetsu,8.518266603,0.015933822,0.009271597,0.00125842,0.078977933,0.001110688,1.075683676,1,1,2
Johan Liebert,Monster,Musashi Miyamoto,Vagabond,6.842611994,0.015933822,0.010863128,0.001184396,0.074332172,0.001011304,1.068565679,1,1,2
Johan Liebert,Monster,Wenli Yang,Ginga Eiyuu Densetsu,6.602183738,0.015933822,0.014952994,0.001573025,0.098722416,0.001334767,1.092945196,1,1,2
Johan Liebert,Monster,Shogo Makishima,PSYCHO-PASS,5.905606589,0.015933822,0.011603376,0.001091865,0.068524971,0.000906979,1.061109094,1,1,2
Johan Liebert,Monster,Askeladd,Vinland Saga,4.947354198,0.015933822,0.029110223,0.002294766,0.144018583,0.001830929,1.134241653,1,1,2
Johan Liebert,Monster,Eikichi Onizuka,Great Teacher Onizuka,4.880711355,0.015933822,0.021892812,0.001702569,0.106852497,0.001353732,1.095123912,1,1,2
Johan Liebert,Monster,Guts,Berserk,4.813554491,0.015933822,0.050669924,0.003886298,0.243902439,0.003078932,1.255565585,1,1,2
Johan Liebert,Monster,Thorfinn Karlsefni,Vinland Saga,4.714933055,0.015933822,0.018228588,0.001369457,0.085946574,0.001079006,1.074085369,1,1,2
Johan Liebert,Monster,Ginko,Mushishi,4.611152486,0.015933822,0.019394478,0.001424976,0.089430894,0.001115948,1.076914993,1,1,2
Johan Liebert,Monster,Lain Iwakura,Serial Experiments Lain,4.519722975,0.015933822,0.017988008,0.001295433,0.081300813,0.001008815,1.068915708,1,1,2
Johan Liebert,Monster,Yoshikage Kira,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,4.409479766,0.015933822,0.019227922,0.001350951,0.084785134,0.001044577,1.071630405,1,1,2
Johan Liebert,Monster,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,3.975996903,0.015933822,0.018987342,0.001202902,0.075493612,0.000900361,1.061120476,1,1,2
Johan Liebert,Monster,Rei Kiriyama,3-gatsu no Lion,3.430735161,0.015933822,0.02539048,0.001387964,0.087108014,0.000983396,1.067606611,1,1,2
Johan Liebert,Monster,Shigeo Kageyama,Mob Psycho 100,2.000424351,0.015933822,0.038899993,0.001239914,0.077816492,0.000620089,1.042200386,1,1,2
Johan Liebert,Monster,Rintarou Okabe,Steins;Gate,1.96592266,0.015933822,0.069712784,0.002183729,0.137049942,0.001072938,1.07803135,1,1,2
Johan Liebert,Monster,Edward Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.825733291,0.015933822,0.045802798,0.001332445,0.083623693,0.000602631,1.041272232,1,1,2
Johan Liebert,Monster,Hitagi Senjougahara,Bakemonogatari,1.73006452,0.015933822,0.058405507,0.001610038,0.101045296,0.000679415,1.047432633,1,1,2
Johan Liebert,Monster,Koyomi Araragi,Bakemonogatari,1.584699934,0.015933822,0.042508698,0.001073359,0.067363531,0.000396032,1.026650076,1,1,2
Johan Liebert,Monster,Hachiman Hikigaya,Yahari Ore no Seishun Love Come wa Machigatteiru.,1.509144175,0.015933822,0.044636909,0.001073359,0.067363531,0.000362122,1.024368146,1,1,2
Johan Liebert,Monster,Killua Zoldyck,Hunter x Hunter (2011),1.468222397,0.015933822,0.083851506,0.001961655,0.12311266,0.00062558,1.044773315,1,1,2
Johan Liebert,Monster,Kurisu Makise,Steins;Gate,1.228445731,0.015933822,0.074690947,0.001461988,0.091753775,0.000271876,1.018786566,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Diego Brando,JoJo no Kimyou na Bouken: Steel Ball Run,37.45863365,0.010789104,0.003571693,0.001443482,0.133790738,0.001404947,1.150332085,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Funny Valentine,JoJo no Kimyou na Bouken: Steel Ball Run,35.76078119,0.010789104,0.00470057,0.001813606,0.168096055,0.001762891,1.19641148,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,26.73985134,0.010789104,0.018987342,0.00547783,0.507718696,0.005272973,1.99278878,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Jousuke Higashikata,JoJo no Kimyou na Bouken: JoJolion,31.76321622,0.010789104,0.0032941,0.001128877,0.104631218,0.001093337,1.113179195,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,14.79496533,0.010789104,0.01182545,0.00188763,0.174957118,0.001760044,1.197725079,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Joseph Joestar,JoJo no Kimyou na Bouken,3.293229203,0.010789104,0.046876157,0.001665556,0.154373928,0.001159805,1.127122111,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Shigeo Kageyama,Mob Psycho 100,2.601560549,0.010789104,0.038899993,0.001091865,0.101200686,0.000672169,1.069315466,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Gintoki Sakata,Gintama,2.134457562,0.010789104,0.047412836,0.001091865,0.101200686,0.000580323,1.059844116,1,1,2
Johnny Joestar,JoJo no Kimyou na Bouken: Steel Ball Run,Killua Zoldyck,Hunter x Hunter (2011),1.206903614,0.010789104,0.083851506,0.001091865,0.101200686,0.000187182,1.019302618,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,12.94001043,0.01182545,0.018987342,0.00290547,0.245696401,0.002680937,1.300554126,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Bruno Bucciarati,JoJo no Kimyou na Bouken: Ougon no Kaze,10.52842086,0.01182545,0.013972167,0.001739581,0.147104851,0.001574354,1.156095019,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Giorno Giovanna,JoJo no Kimyou na Bouken: Ougon no Kaze,9.130236431,0.01182545,0.014397809,0.001554519,0.131455399,0.001384259,1.134774415,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Rohan Kishibe,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,8.606959825,0.01182545,0.014545858,0.001480494,0.125195618,0.001308483,1.126485146,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Joutarou Kuujou,JoJo no Kimyou na Bouken: Stardust Crusaders,6.384900759,0.01182545,0.032108224,0.00242431,0.205007825,0.002044616,1.217485915,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Dio Brando,JoJo no Kimyou na Bouken,5.336164225,0.01182545,0.021115553,0.001332445,0.112676056,0.001082744,1.103187234,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Guts,Berserk,2.903198593,0.01182545,0.050669924,0.001739581,0.147104851,0.001140386,1.113067741,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Shigeo Kageyama,Mob Psycho 100,2.534487611,0.01182545,0.038899993,0.001165889,0.098591549,0.00070588,1.066220321,1,1,2
Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,Killua Zoldyck,Hunter x Hunter (2011),1.437073556,0.01182545,0.083851506,0.001424976,0.120500782,0.000433394,1.041670618,1,1,2
Jonathan Joestar,JoJo no Kimyou na Bouken,Joseph Joestar,JoJo no Kimyou na Bouken,9.351367429,0.004052854,0.046876157,0.001776593,0.438356164,0.001586611,1.69702538,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Robert E. O. Speedwagon,JoJo no Kimyou na Bouken,9.244216344,0.046876157,0.00610704,0.002646384,0.056454797,0.002360109,1.053360196,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Koichi Hirose,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,7.070986573,0.046876157,0.0032941,0.001091865,0.023292538,0.00093745,1.020475361,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Joutarou Kuujou,JoJo no Kimyou na Bouken: Stardust Crusaders,6.676492319,0.046876157,0.032108224,0.010048856,0.214370312,0.008543746,1.231994909,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Guido Mista,JoJo no Kimyou na Bouken: Ougon no Kaze,6.130689847,0.046876157,0.007920645,0.00227626,0.048559021,0.001904971,1.04271245,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Bruno Bucciarati,JoJo no Kimyou na Bouken: Ougon no Kaze,5.622819315,0.046876157,0.013972167,0.00368273,0.078562969,0.003027769,1.070097901,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Giorno Giovanna,JoJo no Kimyou na Bouken: Ougon no Kaze,5.56627225,0.046876157,0.014397809,0.003756755,0.080142124,0.003081841,1.071472253,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Jolyne Kuujou,JoJo no Kimyou na Bouken: Stone Ocean,4.373392348,0.046876157,0.01182545,0.00242431,0.051717331,0.001869978,1.0420675,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Gyro Zeppeli,JoJo no Kimyou na Bouken: Steel Ball Run,4.1584419,0.046876157,0.018987342,0.003701236,0.078957758,0.002811183,1.065111472,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Leorio Paradinight,Hunter x Hunter (2011),2.983323577,0.046876157,0.009660227,0.001350951,0.028819582,0.000898117,1.019727905,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Arataka Reigen,Mob Psycho 100,2.97407057,0.046876157,0.05296469,0.007383966,0.157520726,0.004901185,1.124105173,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Eikichi Onizuka,Great Teacher Onizuka,2.542625342,0.046876157,0.021892812,0.002609372,0.055665219,0.001583121,1.035763172,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Spike Spiegel,Cowboy Bebop,2.483079608,0.046876157,0.040065882,0.004663558,0.099486775,0.002785423,1.065985586,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Erwin Smith,Shingeki no Kyojin,2.362173473,0.046876157,0.021559701,0.002387297,0.050927754,0.001376661,1.030943959,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Sanji,One Piece,2.32361976,0.046876157,0.015970834,0.001739581,0.037110146,0.00099093,1.021954029,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Kazuma Satou,Kono Subarashii Sekai ni Shukufuku wo!,2.278915534,0.046876157,0.029276778,0.003127545,0.066719305,0.001755162,1.040119256,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Vash the Stampede,Trigun,2.239565142,0.046876157,0.010400474,0.001091865,0.023292538,0.00060433,1.013199515,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Meruem,Hunter x Hunter (2011),2.229411273,0.046876157,0.019301947,0.002017174,0.043031978,0.001112373,1.024797099,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Shikamaru Nara,Naruto,2.201496066,0.046876157,0.012732253,0.001313939,0.028030004,0.0007171,1.015738913,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Mako Mankanshoku,Kill la Kill,2.065308516,0.046876157,0.015101044,0.001461988,0.031188314,0.000754109,1.016605157,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Roy Mustang,Hagane no Renkinjutsushi: Fullmetal Alchemist,2.063729587,0.046876157,0.034625065,0.003349619,0.071456771,0.001726529,1.039666119,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Kiritsugu Emiya,Fate/Zero,2.06087169,0.046876157,0.021263602,0.002054186,0.043821555,0.00105743,1.023591782,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Koro-sensei,Ansatsu Kyoushitsu,2.042502793,0.046876157,0.022614553,0.002165223,0.046190288,0.00110514,1.024717441,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Mugen,Samurai Champloo,2.028935443,0.046876157,0.013620549,0.001295433,0.027635215,0.000656954,1.014412971,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Motoko Kusanagi,Koukaku Kidoutai,1.971445608,0.046876157,0.013416981,0.001239914,0.026450849,0.000610978,1.013387991,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Shigeo Kageyama,Mob Psycho 100,1.958721095,0.046876157,0.038899993,0.003571693,0.076194236,0.001748211,1.040370222,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Robin Nico,One Piece,1.939346086,0.046876157,0.015878303,0.001443482,0.030793525,0.000699168,1.015389107,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Yuu Ishigami,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.892911039,0.046876157,0.026278777,0.002331779,0.049743387,0.001099931,1.02469292,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Zoro Roronoa,One Piece,1.862540301,0.046876157,0.041120734,0.003590199,0.076589025,0.001662617,1.038410081,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Ban,Nanatsu no Taizai,1.838741541,0.046876157,0.023188245,0.001998668,0.042637189,0.000911692,1.020315124,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Wenli Yang,Ginga Eiyuu Densetsu,1.821737227,0.046876157,0.014952994,0.001276926,0.027240426,0.000575988,1.01263152,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Rintarou Okabe,Steins;Gate,1.806521215,0.046876157,0.069712784,0.005903472,0.125937623,0.002635604,1.064325889,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Johan Liebert,Monster,1.734374549,0.046876157,0.015933822,0.001295433,0.027635215,0.000548516,1.012033954,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Alphonse Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.709881473,0.046876157,0.014545858,0.001165889,0.024871694,0.000484035,1.010589207,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Suruga Kanbaru,Bakemonogatari,1.708695702,0.046876157,0.015249093,0.001221408,0.02605606,0.000506589,1.011096087,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Misato Katsuragi,Shin Seiki Evangelion,1.675899728,0.046876157,0.022614553,0.001776593,0.037899724,0.00071651,1.015887294,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Edward Elric,Hagane no Renkinjutsushi: Fullmetal Alchemist,1.65490866,0.046876157,0.045802798,0.003553187,0.075799447,0.001406128,1.032456861,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Shizuo Heiwajima,Durarara!!,1.63934744,0.046876157,0.018543193,0.001424976,0.030398737,0.000555742,1.012227236,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Momonga,Overlord,1.609541123,0.046876157,0.015452661,0.001165889,0.024871694,0.000441528,1.009659275,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Gilgamesh,Fate/Zero,1.572267179,0.046876157,0.02209638,0.001628544,0.034741413,0.000592751,1.013100151,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,L Lawliet,Death Note,1.560135997,0.046876157,0.048079058,0.003516174,0.07500987,0.001262413,1.029114701,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Faye Valentine,Cowboy Bebop,1.541467341,0.046876157,0.01434229,0.001036346,0.022108172,0.000364035,1.007941453,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Light Yagami,Death Note,1.519342355,0.046876157,0.038196758,0.002720409,0.058033952,0.000929891,1.021059352,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Kakashi Hatake,Naruto,1.518985207,0.046876157,0.035346806,0.002516841,0.053691275,0.000859918,1.01938529,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Revy,Black Lagoon,1.502024466,0.046876157,0.019449996,0.001369457,0.02921437,0.000457716,1.010058219,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Mayuri Shiina,Steins;Gate,1.442024504,0.046876157,0.017247761,0.001165889,0.024871694,0.000357381,1.007818389,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Lelouch Lamperouge,Code Geass: Hangyaku no Lelouch,1.42765708,0.046876157,0.072174106,0.004830113,0.103039874,0.001446869,1.034411527,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Hitagi Senjougahara,Bakemonogatari,1.392445574,0.046876157,0.058405507,0.003812273,0.08132649,0.001074448,1.024950086,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Megumin,Kono Subarashii Sekai ni Shukufuku wo!,1.371863585,0.046876157,0.060145088,0.003867792,0.082510857,0.001048421,1.024377148,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Naruto Uzumaki,Naruto,1.368322987,0.046876157,0.030294618,0.001943149,0.041452823,0.000523054,1.011640746,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Mayoi Hachikuji,Bakemonogatari,1.36479572,0.046876157,0.01880228,0.001202902,0.025661271,0.000321523,1.007039637,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Chika Fujiwara,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.361939346,0.046876157,0.031016359,0.001980161,0.0422424,0.000526234,1.011721171,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Tsubasa Hanekawa,Bakemonogatari,1.355760319,0.046876157,0.024169072,0.001536013,0.032767469,0.00040306,1.00888969,1,1,2
Joseph Joestar,JoJo no Kimyou na Bouken,Shinobu Oshino,Bakemonogatari,1.347261695,0.046876157,0.056554889,0.003571693,0.076194236,0.000920617,1.021259173,1,1,2
